Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_li,LiSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
Au,196.96657,166.0,2.54,9.226,2.309,36.06,13.998298957246863,18.66439860966248,0.75,0.25,0.05599319582898745,0.000897156054958744,0.8971560549587441,I4/mmm,139,4,Li3Au
Tl,204.383,196.0,1.62,6.108,0.2,66.0,16.193141340731398,32.386282681462795,0.5,0.5,0.0323862826814628,0.0007957351185954725,0.7957351185954725,Pm-3m,221,2,LiTl
Sn,118.71,217.0,1.96,7.344,1.2,53.0,10.851495031220276,15.502135758886107,0.7,0.3,0.03617165010406758,0.0006019202666006945,0.6019202666006944,P2_1/m,11,20,Li7Sn3
Pb,207.0,202.0,2.33,7.417,0.36,57.0,11.404693354002832,14.663177169432215,0.7777777777777778,0.2222222222222222,0.05132112009301275,0.0006273354656235593,0.6273354656235592,P-3m1,164,9,Li7Pb2
Mg,24.305,173.0,1.31,7.646,,71.2,15.891238352439649,31.782476704879297,0.5,0.5,0.0317824767048793,0.0007557260703676881,0.7557260703676881,R-3m,166,2,LiMg
O,15.999,152.0,3.44,13.618,1.461,5.3,0.9600302900610418,2.880090870183125,0.3333333333333333,0.6666666666666666,0.0014400454350915626,9.96855808975231e-05,0.0996855808975231,Pnnm,58,6,LiO2
H,1.008,120.0,2.2,13.598,0.754,4.50711,10.541760368954225,21.08352073790845,0.5,0.5,0.02108352073790845,0.00130082892863334,1.3008289286333399,Fm-3m,225,2,LiH
Mg,24.305,173.0,1.31,7.646,,71.2,17.316297928205515,23.08839723760735,0.75,0.25,0.06926519171282206,0.000850961641210872,0.8509616412108719,Pmm2,25,4,Li3Mg
W,183.84,210.0,2.36,7.98,0.815,68.0,3.471146760664812,13.884587042659248,0.25,0.75,0.004628195680886416,0.00022801269560931102,0.22801269560931103,Pm-3m,221,4,LiW3
B,10.81,192.0,2.04,8.298,0.277,20.5,2.5803874980380255,25.803874980380254,0.1,0.9,0.0028670972200422504,0.00036060449981179687,0.3606044998117969,P6_3cm,185,20,LiB9
P,30.973762,180.0,2.19,10.487,0.746,25.0,1.566888629003646,9.401331774021875,0.16666666666666666,0.8333333333333334,0.001880266354804375,8.174713333276115e-05,0.08174713333276115,Pna2_1,33,24,LiP5
Re,186.207,217.0,1.9,7.88,0.15,62.0,4.188087646988274,16.752350587953096,0.25,0.75,0.005584116862651031,0.0002943853074279891,0.2943853074279891,Fm-3m,225,4,LiRe3
Mg,24.305,173.0,1.31,7.646,,71.2,16.03995522111049,48.119865663331474,0.3333333333333333,0.6666666666666666,0.024059932831665735,0.0007495612464503403,0.7495612464503403,Cm,8,6,LiMg2
Mg,24.305,173.0,1.31,7.646,,71.2,17.738661551978264,21.286393862373917,0.8333333333333334,0.16666666666666666,0.10643196931186959,0.0008687523943557109,0.8687523943557109,Cm,8,6,Li5Mg
N,14.007,155.0,3.04,14.534,,7.4,7.36638801780283,12.277313363004716,0.6,0.4,0.018415970044507075,0.0006342833554632719,0.6342833554632719,P-4m2,115,5,Li3N2
B,10.81,192.0,2.04,8.298,0.277,20.5,7.5858053140545,30.343221256218,0.25,0.75,0.010114407085406,0.0008262437366623927,0.8262437366623927,P4/mbm,127,16,LiB3
Pu,244.0642,243.0,1.28,6.06,,145.0,17.418841317845587,23.22512175712745,0.75,0.25,0.06967536527138235,0.0007534947653602336,0.7534947653602336,Fm-3m,225,4,Li3Pu
Ge,72.63,211.0,2.01,7.9,1.35,40.0,12.173486547005414,16.23131539600722,0.75,0.25,0.048693946188021656,0.0008322171903039826,0.8322171903039827,Fm-3m,225,4,Li3Ge
O,15.999,152.0,3.44,13.618,1.461,5.3,0.8155392294303722,7.339853064873349,0.1111111111111111,0.8888888888888888,0.0009174816331091687,5.9505789211167345e-05,0.059505789211167344,Cm,8,9,LiO8
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.3811252307985837,5.071687846197876,0.6666666666666666,0.3333333333333333,0.010143375692395751,0.000224580387881484,0.22458038788148402,Cmcm,63,6,Li2Ga
Be,9.012183,153.0,1.57,9.323,,37.74,3.6991854186739506,7.398370837347901,0.5,0.5,0.007398370837347901,0.00033178259558643437,0.33178259558643436,P2_1/m,11,4,LiBe
Mg,24.305,173.0,1.31,7.646,,71.2,15.857748167378148,31.715496334756295,0.5,0.5,0.031715496334756295,0.0007785867009219204,0.7785867009219204,C2/m,12,6,LiMg
P,30.973762,180.0,2.19,10.487,0.746,25.0,3.2119816249207,10.706605416402333,0.3,0.7,0.004588545178458143,0.00016409767415395053,0.16409767415395052,P2_12_12_1,19,40,Li3P7
Ag,107.868,172.0,1.93,7.576,1.302,55.0,11.748702206599052,19.581170344331753,0.6,0.4,0.02937175551649763,0.000728951577083893,0.728951577083893,P4/mmm,123,10,Li3Ag2
O,15.999,152.0,3.44,13.618,1.461,5.3,9.150625250787941,13.725937876181913,0.6666666666666666,0.3333333333333333,0.027451875752363825,0.0008946932907852831,0.8946932907852831,P1,1,102,Li2O
F,18.99840316,135.0,3.98,17.423,3.339,3.74,9.462573692848801,18.925147385697603,0.5,0.5,0.018925147385697602,0.001111795282659415,1.111795282659415,Fm-3m,225,2,LiF
Cr,51.996,189.0,1.66,6.767,0.666,83.0,1.6928325907377377,2.25711012098365,0.75,0.25,0.006771330362950951,9.237969344452269e-05,0.09237969344452268,Fm-3m,225,4,Li3Cr
Tl,204.383,196.0,1.62,6.108,0.2,66.0,10.645902484311526,42.5836099372461,0.25,0.75,0.0141945366457487,0.0004107203713429684,0.4107203713429684,Pm-3m,221,4,LiTl3
Pm,144.91276,236.0,,5.55,,200.0,31.451887616180702,125.80755046472281,0.25,0.75,0.041935850154907604,0.001007099575260378,1.007099575260378,Pm-3m,221,4,LiPm3
Mg,24.305,173.0,1.31,7.646,,71.2,10.112954851429793,1516.943227714469,0.006666666666666667,0.9933333333333333,0.010180827031640732,0.0004518013190498735,0.4518013190498735,P-6m2,187,150,LiMg149
Pt,195.08,209.0,2.28,9.0,2.128,48.0,14.011932927714648,18.682577236952863,0.75,0.25,0.05604773171085859,0.0009976002181987644,0.9976002181987643,I4/mmm,139,4,Li3Pt
O,15.999,152.0,3.44,13.618,1.461,5.3,0.7533398201792944,6.7800583816136495,0.1111111111111111,0.8888888888888888,0.0008475072977017062,6.045040750938397e-05,0.06045040750938397,C2/m,12,9,LiO8
